1,ID479781,479781,0,35.324,719.232,325.303,0,1,1,11.500,1,-10921639,255.000,255,255,255,124695,0.000,25.310,0.795,Infinity
2,ID480096,480096,0,35.983,717.481,323.200,0,2,2,11.500,1,-10921639,255.000,255,255,255,124695,0.000,24.681,0.831,Infinity
3,ID479941,479941,0,36.435,719.815,325.154,0,3,3,11.500,1,-10921639,255.000,255,255,255,124695,0.000,24.502,0.858,Infinity
4,ID480602,480602,0,36.485,717.301,327.196,0,4,4,11.500,1,-10921639,254.479,255,0,255,124440,11.531,24.425,0.862,20.433
5,ID480744,480744,0,36.155,715.216,328.432,0,5,5,11.500,1,-10921639,253.957,255,0,255,124185,16.291,24.546,0.841,14.240
6,ID480447,480447,0,35.912,715.575,327.459,0,6,6,11.500,1,-10921639,255.000,255,255,255,124695,0.000,24.717,0.827,Infinity
7,ID480903,480903,0,35.696,714.752,327.306,0,7,7,11.500,1,-10921639,255.000,255,255,255,124695,0.000,24.911,0.813,Infinity
8,ID481568,481568,0,35.346,716.397,327.432,0,8,8,11.500,1,-10921639,255.000,255,255,255,124695,0.000,25.098,0.797,Infinity
9,ID481243,481243,0,34.855,716.398,326.877,0,9,9,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.251,0.772,Infinity
10,ID481411,481411,0,34.803,716.264,325.666,0,10,10,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.488,0.769,Infinity
11,ID481080,481080,0,34.365,715.729,323.916,0,11,11,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.824,0.749,Infinity
12,ID481743,481743,0,33.560,713.232,322.702,0,12,12,11.500,1,-10921639,255.000,255,255,255,124695,0.000,27.093,0.717,Infinity
13,ID481917,481917,0,33.839,711.876,322.153,0,13,13,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.936,0.729,Infinity
14,ID482101,482101,0,33.427,709.588,322.739,0,14,14,11.500,1,-10921639,255.000,255,255,255,124695,0.000,27.144,0.713,Infinity
15,ID482281,482281,0,33.211,708.801,323.951,0,15,15,11.500,1,-10921639,255.000,255,255,255,124695,0.000,27.323,0.704,Infinity
16,ID482463,482463,0,33.189,709.401,323.632,0,16,16,11.500,1,-10921639,255.000,255,255,255,124695,0.000,27.226,0.704,Infinity
17,ID482643,482643,0,32.959,708.708,323.583,0,17,17,11.500,1,-10921639,255.000,255,255,255,124695,0.000,27.242,0.696,Infinity
18,ID483002,483002,0,33.932,706.411,321.395,0,18,18,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.778,0.733,Infinity
19,ID482827,482827,0,34.135,706.993,322.468,0,19,19,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.729,0.741,Infinity
20,ID483187,483187,0,34.305,705.855,323.153,0,20,20,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.817,0.747,Infinity
21,ID483370,483370,0,34.439,706.755,323.674,0,21,21,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.579,0.754,Infinity
22,ID483712,483712,0,35.252,707.932,325.820,0,22,22,11.500,1,-10921639,255.000,255,255,255,124695,0.000,25.652,0.790,Infinity
23,ID483540,483540,0,34.750,708.370,325.972,0,23,23,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.526,0.767,Infinity
24,ID483890,483890,0,34.944,711.513,329.124,0,24,24,11.500,1,-10921639,255.000,255,255,255,124695,0.000,25.635,0.777,Infinity
25,ID484072,484072,0,34.402,711.541,330.977,0,25,25,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.712,0.752,Infinity
26,ID484259,484259,0,34.057,712.859,328.499,0,26,26,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.804,0.738,Infinity
27,ID484427,484427,0,33.903,712.741,328.620,0,27,27,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.917,0.731,Infinity
28,ID484605,484605,0,33.985,713.898,328.447,0,28,28,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.891,0.734,Infinity
29,ID484929,484929,0,33.732,712.545,327.453,0,29,29,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.927,0.725,Infinity
30,ID484771,484771,0,33.889,711.162,325.531,0,30,30,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.899,0.731,Infinity
31,ID485084,485084,0,33.780,710.067,324.406,0,31,31,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.920,0.726,Infinity
32,ID485620,485620,0,33.721,708.987,325.318,0,32,32,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.956,0.724,Infinity
33,ID485276,485276,0,34.196,708.551,324.165,0,33,33,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.760,0.744,Infinity
34,ID485445,485445,0,34.642,707.681,323.755,0,34,34,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.566,0.762,Infinity
35,ID485794,485794,0,35.199,706.960,325.342,0,35,35,11.500,1,-10921639,255.000,255,255,255,124695,0.000,25.796,0.789,Infinity
36,ID485955,485955,0,35.096,707.562,328.869,0,36,36,11.500,1,-10921639,255.000,255,255,255,124695,0.000,25.486,0.784,Infinity
37,ID486125,486125,0,35.166,707.098,329.609,0,37,37,11.500,1,-10921639,255.000,255,255,255,124695,0.000,25.564,0.786,Infinity
38,ID486299,486299,0,34.702,706.739,328.950,0,38,38,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.594,0.765,Infinity
39,ID486470,486470,0,35.094,705.347,327.895,0,39,39,11.500,1,-10921639,255.000,255,255,255,124695,0.000,25.844,0.783,Infinity
40,ID486814,486814,0,34.928,703.942,329.608,0,40,40,11.500,1,-10921639,255.000,255,255,255,124695,0.000,25.954,0.775,Infinity
41,ID486982,486982,0,34.737,702.974,329.527,0,41,41,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.080,0.767,Infinity
42,ID486643,486643,0,34.578,702.985,328.627,0,42,42,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.532,0.760,Infinity
43,ID487145,487145,0,34.791,701.689,329.172,0,43,43,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.247,0.769,Infinity
44,ID487299,487299,0,34.578,701.698,329.116,0,44,44,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.711,0.759,Infinity
45,ID487455,487455,0,34.918,702.012,327.443,0,45,45,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.258,0.775,Infinity
46,ID487616,487616,0,34.757,702.257,328.180,0,46,46,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.590,0.767,Infinity
47,ID487782,487782,0,34.580,703.571,329.157,0,47,47,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.569,0.760,Infinity
48,ID487956,487956,0,34.137,703.133,332.274,0,48,48,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.871,0.740,Infinity
49,ID488143,488143,0,33.804,701.870,333.949,0,49,49,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.998,0.726,Infinity
50,ID488333,488333,0,34.080,700.069,332.472,0,50,50,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.797,0.739,Infinity
51,ID488514,488514,0,34.289,700.762,331.668,0,51,51,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.755,0.747,Infinity
52,ID488676,488676,0,34.608,700.605,330.887,0,52,52,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.567,0.761,Infinity
53,ID488839,488839,0,35.035,698.603,330.926,0,53,53,11.500,1,-10921639,255.000,255,255,255,124695,0.000,25.734,0.780,Infinity
54,ID489000,489000,0,35.093,695.490,330.231,0,54,54,11.500,1,-10921639,255.000,255,255,255,124695,0.000,25.486,0.784,Infinity
55,ID489173,489173,0,34.970,693.362,329.049,0,55,55,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.451,0.777,Infinity
56,ID489337,489337,0,34.435,693.509,330.030,0,56,56,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.616,0.754,Infinity
57,ID489508,489508,0,34.116,693.916,330.478,0,57,57,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.791,0.740,Infinity
58,ID489682,489682,0,33.774,694.430,330.878,0,58,58,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.946,0.726,Infinity
59,ID489848,489848,0,33.843,691.826,328.626,0,59,59,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.952,0.729,Infinity
60,ID490152,490152,0,34.088,692.481,329.072,0,60,60,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.821,0.739,Infinity
61,ID490001,490001,0,33.873,693.611,329.561,0,61,61,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.834,0.731,Infinity
62,ID490295,490295,0,34.702,693.559,329.255,0,62,62,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.240,0.766,Infinity
63,ID490591,490591,0,34.605,693.160,328.557,0,63,63,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.567,0.761,Infinity
64,ID490440,490440,0,34.760,693.937,328.027,0,64,64,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.747,0.766,Infinity
65,ID490746,490746,0,34.601,691.926,328.227,0,65,65,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.685,0.760,Infinity
66,ID490897,490897,0,34.451,691.559,328.566,0,66,66,11.500,1,-10921639,255.000,255,255,255,124695,0.000,26.491,0.755,Infinity
